Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-ans.fhir.fr.ror.json	41415	-	0	0	0	0	0	0	7	51	0	0	0	0	0	0	0	1	0	0	253	183	0	0	0	0	7	0	2
fsh-generated/resources/CapabilityStatement-ror-consommateur.json	32202	10	0	0	0	0	0	0	1	92	0	0	0	0	0	0	0	0	0	0	177	53	0	0	0	0	3	0	0
fsh-generated/resources/CapabilityStatement-ror-serveur.json	33243	10	0	0	0	0	0	0	1	92	0	0	0	0	0	0	0	0	0	0	173	33	0	0	1	0	3	0	0
fsh-generated/resources/CodeSystem-act-type-ror-codesystem.json	708	5	1	0	0	0	0	0	0	15	0	0	1	0	0	0	0	0	0	0	21	2147	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-input-task-ror-codesystem.json	1259	4	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	26	106	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-output-task-ror-codesystem.json	729	4	0	0	0	0	0	0	1	11	0	0	0	0	0	0	0	0	0	0	27	74	0	0	0	0	0	0	1
fsh-generated/resources/CodeSystem-ror-include-associated-data-code-system.json	913	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	27	72	0	0	0	0	1	0	0
fsh-generated/resources/Questionnaire-ror-questionnaire-offre-de-ville.json	61321	7	8	0	0	0	0	0	2	1063	0	0	0	0	0	0	0	1	0	0	624	268	0	0	0	0	10	0	0
fsh-generated/resources/SearchParameter-ror-sp-additional-bed-type.json	613	4	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	24	22	0	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-ror-sp-capacity-closing-type.json	631	3	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	19	19	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ror-sp-capacity-status.json	590	4	1	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	23	20	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ror-sp-capacity-type.json	580	3	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	25	20	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ror-sp-capacity-update-date.json	621	4	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	18	19	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ror-sp-crisis-type.json	563	4	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	18	18	0	0	0	0	1	0	0
