Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-ans.fhir.fr.ror.json	46750	-	0	0	0	0	0	0	25	107	0	0	0	0	0	0	0	1	0	0	36	302	667	0	0	0	0	9	0	2
fsh-generated/resources/CapabilityStatement-ror-consommateur.json	30601	5	0	0	1	0	1	0	4	86	0	0	0	0	0	0	0	1	0	0	22	216	164	0	0	1	0	4	0	0
fsh-generated/resources/CapabilityStatement-ror-serveur.json	31333	5	0	0	0	0	0	0	3	68	0	0	0	0	1	0	0	0	0	0	22	178	157	0	0	2	0	4	0	1
fsh-generated/resources/CodeSystem-act-type-ror-codesystem.json	839	2	0	0	0	0	0	0	0	14	0	0	1	0	0	0	0	0	0	0	22	17	127	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-input-task-ror-codesystem.json	1390	1	0	0	1	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	21	20	105	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-output-task-ror-codesystem.json	860	2	0	0	0	0	0	0	0	4	0	0	1	0	1	0	0	0	0	0	17	15	86	0	0	0	1	1	0	0
fsh-generated/resources/CodeSystem-ror-include-associated-data-code-system.json	1044	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	18	16	76	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ror-launch-context-codesystem.json	959	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	17	16	108	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-usage-context-ror-codesystem.json	876	2	0	0	0	0	0	0	1	4	0	0	1	0	1	0	0	0	0	0	17	15	77	0	0	0	0	0	0	0
fsh-generated/resources/HealthcareService-1234564.json	12822	4	0	0	0	0	0	0	1	114	0	0	0	0	0	0	0	0	0	0	18	63	63	0	0	0	0	0	0	0
fsh-generated/resources/Location-ror-location-exemple.json	1663	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	16	15	23	0	0	0	0	0	0	0
fsh-generated/resources/Questionnaire-ror-questionnaire-offre-mco.json	142531	19	0	0	0	0	0	0	11	307	0	0	0	0	0	0	0	1	0	0	22	999	877	0	0	0	0	18	0	2
fsh-generated/resources/SearchParameter-ror-sp-additional-bed-type.json	613	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	17	14	21	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ror-sp-capacity-closing-type.json	631	2	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	17	13	21	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ror-sp-capacity-status.json	590	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	19	13	22	0	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-ror-sp-capacity-type.json	580	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	17	14	20	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ror-sp-capacity-update-date.json	621	2	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	18	14	18	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ror-sp-crisis-type.json	563	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	17	14	20	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ror-sp-equipment-feature.json	626	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	16	14	18	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ror-sp-equipment-type.json	586	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	17	13	18	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ror-sp-gender-capacity-available.json	648	2	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	17	13	21	0	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-ror-sp-healthcareservice-age-range-high.json	775	2	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	17	17	20	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ror-sp-healthcareservice-age-range-low.json	770	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	17	15	21	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ror-sp-healthcareservice-equipment-type.json	687	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	18	14	22	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ror-sp-healthcareservice-intervention-zone.json	670	4	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	17	14	20	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ror-sp-healthcareservice-notavailable-closing-reopeningdate.json	803	2	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	17	18	21	0	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-ror-sp-healthcareservice-patient-type.json	668	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	17	14	20	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ror-sp-healthcareservice-psychiatric-sector.json	667	3	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	19	14	20	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ror-sp-limit-value.json	604	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	18	13	20	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ror-sp-location-commune-cog.json	601	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	16	13	18	0	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-ror-sp-location-near-insee-code.json	666	2	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	18	14	21	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ror-sp-nb-capacity.json	574	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	19	13	19	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ror-sp-organization-closing-type.json	653	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	19	16	22	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ror-sp-organization-drop-zone.json	596	2	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	20	13	19	0	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-ror-sp-organization-oi-name.json	555	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	17	12	17	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ror-sp-organization-period-end.json	561	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	18	11	14	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ror-sp-organization-price-amount-value.json	639	2	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	17	10	19	0	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-ror-sp-organization-price-dependency-level.json	683	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	18	12	17	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ror-sp-organization-price-residential-type.json	666	1	0	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	17	12	17	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ror-sp-organization-price-type.json	590	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	17	10	19	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ror-sp-organization-price-unit.json	647	2	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	17	10	18	0	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-ror-sp-organization-price-validity-start-date.json	672	1	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	19	11	19	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ror-sp-organization-price-welcome-type.json	698	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	19	11	18	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ror-sp-organization-special-price.json	619	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	23	10	19	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ror-sp-residential-number.json	607	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	20	10	17	0	0	0	0	1	0	0
fsh-generated/resources/SearchParameter-ror-sp-residential-type.json	602	2	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	18	10	19	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ror-sp-temporality-capacity.json	630	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	17	10	19	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ror-sp-temporary-assignement.json	633	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	16	10	19	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-as-ext-lieu-dit.json	1546	3	0	12	0	0	0	0	1	18	0	0	1	0	0	1	0	0	0	0	1	70	829	0	0	0	0	6	1	0
fsh-generated/resources/StructureDefinition-ror-act-type.json	1503	1	0	10	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	1	72	328	0	0	0	0	2	0	1
fsh-generated/resources/StructureDefinition-ror-available-time-effective-opening-closing-date.json	2353	3	0	28	0	0	0	0	0	16	0	0	1	0	1	0	0	0	0	0	0	87	344	0	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ror-available-time-number-days-of-week.json	1510	2	0	9	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	65	268	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ror-available-time-type-of-time.json	1901	1	0	16	0	0	0	0	0	15	0	0	1	0	1	0	0	0	0	0	0	74	292	0	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ror-comment.json	1677	2	0	11	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	65	286	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ror-commune-cog.json	1875	4	0	12	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	1	70	282	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ror-confidence-geolocation.json	1480	2	0	7	0	0	0	0	0	11	0	0	1	0	1	0	0	0	0	0	0	66	248	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ror-confidentiality-level.json	2205	2	0	12	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	1	76	250	0	0	0	0	1	0	1
fsh-generated/resources/StructureDefinition-ror-contact-confidentiality-level.json	2040	2	0	7	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	0	68	248	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ror-contact-description.json	1646	2	0	6	1	0	0	0	0	10	0	0	0	0	1	0	0	0	0	0	0	66	216	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ror-contact-function-contact.json	2173	1	0	9	0	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	79	217	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ror-contact-telecom-confidentiality-level.json	1910	3	0	9	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	68	242	0	0	1	0	1	0	0
fsh-generated/resources/StructureDefinition-ror-contact-telecom-usage.json	1587	2	0	6	0	0	0	0	0	9	0	0	1	0	1	0	0	0	0	0	0	65	239	0	0	0	0	2	0	0
fsh-generated/resources/StructureDefinition-ror-coordinate-reliability.json	2107	2	0	8	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	66	241	0	0	0	0	1	0	0
fsh-generated/resources/StructureDefinition-ror-healthcareservice-contact-telecom.json	3886	2	0	16	0	0	0	0	0	27	0	0	1	0	0	0	0	1	0	0	0	137	401	0	0	0	0	3	0	0
fsh-generated/resources/StructureDefinition-ror-healthcareservice-contact.json	5700	4	0	18	0	0	0	0	0	33	0	0	0	0	1	0	0	0	0	0	1	198	328	0	0	0	0	4	0	0
fsh-generated/resources/StructureDefinition-ror-healthcareservice-no-consent-habilitation.json	2144	2	0	9	0	0	0	0	0	10	0	0	1	0	0	0	0	0	0	0	0	69	223	0	0	0	0	1	0	0
