Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-ans.fhir.fr.ror.json	41180	-	0	0	0	0	0	0	9	72	0	0	0	0	0	0	0	1	0	0	273	253	0	0	0	0	7	0	5
fsh-generated/resources/CapabilityStatement-ror-consommateur.json	32195	9	1	0	1	0	0	0	1	133	0	0	0	0	0	0	0	1	0	0	181	125	0	0	1	0	3	0	0
fsh-generated/resources/CapabilityStatement-ror-serveur.json	33236	5	0	0	0	0	0	0	1	57	0	0	0	0	0	0	0	0	0	0	181	96	0	0	1	0	3	0	1
fsh-generated/resources/CodeSystem-act-type-ror-codesystem.json	707	3	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	32	1511	0	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-input-task-ror-codesystem.json	1258	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	36	109	0	0	0	1	0	0	0
fsh-generated/resources/CodeSystem-output-task-ror-codesystem.json	728	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	34	92	0	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ror-include-associated-data-code-system.json	912	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	33	93	0	0	0	0	0	0	0
fsh-generated/resources/Questionnaire-ror-questionnaire-offre-de-ville.json	61321	6	6	0	0	0	0	0	2	1583	0	0	0	0	0	0	0	1	0	0	631	436	0	0	0	0	12	0	3
fsh-generated/resources/SearchParameter-ror-sp-additional-bed-type.json	613	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	40	29	0	0	0	0	0	0	0
fsh-generated/resources/SearchParameter-ror-sp-capacity-closing-type.json	631	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	40	22	0	0	0	0	0	0	0
